url,favs_lognorm
https://habrahabr.ru/post/314080/,0.42478216926979295
https://habrahabr.ru/company/plesk/blog/313732/,-1.0758881862012997
https://habrahabr.ru/company/etagi/blog/314000/,0.6616590292159819
https://habrahabr.ru/company/knopka/blog/314030/,0.5179149143177696
https://geektimes.ru/company/audiomania/blog/282058/,1.1470153234154694
https://habrahabr.ru/company/pechkin/blog/314066/,0.2682952071220165
https://habrahabr.ru/company/first/blog/314106/,0.5398480963207349
https://habrahabr.ru/company/vasexperts/blog/313558/,0.24078051633432704
https://habrahabr.ru/post/314108/,1.6603914171365888
https://habrahabr.ru/company/cbs/blog/313830/,0.24618398600695596
https://habrahabr.ru/company/jugru/blog/313908/,0.22507962013858754
https://habrahabr.ru/post/314110/,0.36082242188257563
https://habrahabr.ru/company/pt/blog/314112/,0.017091444607559854
https://habrahabr.ru/company/solarsecurity/blog/312056/,0.07240398107391766
https://habrahabr.ru/post/314114/,0.7947406494950817
https://habrahabr.ru/post/314118/,1.318425118598018
https://habrahabr.ru/post/314122/,0.5188173657972879
https://geektimes.ru/company/dadget/blog/281786/,0.12990551539561465
https://habrahabr.ru/company/kickidler/blog/314042/,-0.44395599203104363
https://habrahabr.ru/company/it-grad/blog/312042/,-0.11018501275361461
https://habrahabr.ru/company/1cloud/blog/314022/,-0.24722820355533917
https://habrahabr.ru/post/314126/,-0.6539209802354528
https://habrahabr.ru/post/313966/,0.44461734294648275
https://habrahabr.ru/company/piter/blog/314120/,0.46053951140873856
https://geektimes.ru/post/282094/,0.14460168569813672
https://habrahabr.ru/company/regionsoft/blog/314130/,-0.3382682871814379
https://habrahabr.ru/company/ru_mts/blog/314134/,0.36952509981834547
https://habrahabr.ru/post/314028/,0.6555272492352197
https://habrahabr.ru/post/314136/,-0.1505452619146931
https://habrahabr.ru/post/313904/,0.29293499156995506
https://habrahabr.ru/post/314140/,0.5862957667275795
https://habrahabr.ru/company/acronis/blog/309688/,0.00021506859178457155
https://geektimes.ru/post/282096/,-0.4086970549853099
https://habrahabr.ru/post/314142/,0.059081510340636634
https://habrahabr.ru/company/ivideon/blog/314138/,0.19445989811055853
https://geektimes.ru/post/282104/,0.33265641574049115
https://geektimes.ru/post/282102/,-0.29638664425043826
https://geektimes.ru/post/282016/,-0.06664463796975184
https://geektimes.ru/company/piter/blog/282106/,0.32494216870026926
https://habrahabr.ru/post/314150/,0.28085239292726605
https://habrahabr.ru/company/mailru/blog/313880/,1.2693716169051585
https://geektimes.ru/company/comfortway/blog/282108/,-0.09542437625112266
https://habrahabr.ru/company/erlyvideo/blog/314146/,-0.18179307579727158
https://geektimes.ru/company/atlasbiomed/blog/282110/,0.3028678603878602
https://habrahabr.ru/company/npl/blog/314160/,0.084905453639928
https://habrahabr.ru/company/edison/blog/314094/,-0.22421371030085138
https://geektimes.ru/post/282112/,-0.5165059649558696
https://habrahabr.ru/company/ruvds/blog/314166/,0.43235229872262704
https://geektimes.ru/company/gearbest/blog/282114/,0.05860848096923594
https://habrahabr.ru/post/314172/,0.872874893976193
https://geektimes.ru/post/282116/,0.47192354969418937
https://geektimes.ru/company/intel/blog/282026/,0.19327522378393044
https://habrahabr.ru/post/313776/,1.774065278244862
https://habrahabr.ru/post/314174/,0.2390730888003853
https://geektimes.ru/post/282118/,1.1061188692031296
https://geektimes.ru/post/282122/,0.58184123948008
https://habrahabr.ru/company/FastVPS/blog/314178/,-0.4788364221270976
https://habrahabr.ru/post/314180/,0.5581695972796303
https://geektimes.ru/post/282446/,0.43397040952073757
https://habrahabr.ru/post/314184/,1.0122248566436123
https://habrahabr.ru/post/313954/,-0.6455311771660754
https://habrahabr.ru/post/314186/,0.7903681627637634
https://geektimes.ru/post/282124/,-0.43013106925398054
https://habrahabr.ru/post/314190/,-1.157377508114862
https://geektimes.ru/company/madrobots/blog/282126/,0.5822041819271867
https://habrahabr.ru/post/314188/,-0.03646493128393501
https://geektimes.ru/post/282128/,0.5216096440978627
https://habrahabr.ru/post/314194/,0.4754167298472816
https://geektimes.ru/post/282132/,-1.0034299189137126
https://habrahabr.ru/post/314208/,0.31301212355398694
https://habrahabr.ru/post/312352/,0.015488437227973141
https://habrahabr.ru/post/314202/,0.1266249398146727
https://habrahabr.ru/post/314210/,1.1692270123387356
https://geektimes.ru/post/282130/,0.5217951907523757
https://habrahabr.ru/company/centosadmin/blog/314212/,0.03240988052848065
https://habrahabr.ru/post/314116/,0.1322048203401684
https://geektimes.ru/post/282120/,0.3959160421894619
https://habrahabr.ru/post/313392/,0.9534330925361042
https://habrahabr.ru/company/pt/blog/314216/,-0.11130032210280899
https://habrahabr.ru/company/skbkontur/blog/314144/,0.5133824724733171
https://habrahabr.ru/company/nixsolutions/blog/314196/,-0.33966191022613595
